markdown_content,index_in_notebook,author_name,notebook_title,markdown_key
"[""### <a id='5.1'> 5.1. Anomaly detection </a>\n"", '\n', 'Though we have removed outliers using Isolation Forest we will still see the data once to check for any anomalies. Isolation Forest or any outlier detection method assumes that outlier is a point which is in minority and does not resemble the other majority points. However sometimes some abberation points are too many in numbers too. Let us see if there is any such anamoly that we find']",9,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m9
"['**Univariate outliers detection**\n', '\n', '**Negative numbers:**\n', 'DAYS_BIRTH, DAYS_EMPLOYED, DAYS_REGISTRATION, DAYS_ID_PUBLISH, DAYS_LAST_PHONE_CHANGE\n', '\n', 'Numbers are negative since they are taken relative to the date of application. So we need to change them to positive.\n', '\n', '**Maximum value discrepancy**\n', 'DAYS_EMPLOYED: 365243 days(over 1000 years)\n', 'OWN_CAR_AGE: 91 Years\n']",10,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m10
['As we can see there is anomaly in Days_employed as it is highly unlikely that a person will be employed for 1000 years.'],11,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m11
['The data now looks nice and clean.'],12,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m12
"['## <a id=""6"">6. Missing data in application_train</a>']",13,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m13
"['## <a id=""7"">7. Duplicate data in application_train </a>']",14,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m14
"['## <a id=""8"">8. Checking for data imbalance</a>']",15,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m15
['We see that the class is clearly imbalanced with cases of default as very low compared to overall cases. So we need to balance the data when we use Machine learning models.'],16,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m16
"['## <a id=""9"">  9. Exploratory Data Analysis for application_train by visualisation </a>']",17,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m17
"['### <a id=""9.1""> 9.1. Distribution of income</a>\n']",18,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m18
"['The distribution is right skewed and there are extreme values, we can apply log distribution.']",19,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m19
['People with high income tend to not default'],20,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m20
['We see that income variable gets normal distribution when it is log transformed. '],21,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m21
"['### <a id=""9.2"">9.2. Distribution of credit</a>\n']",22,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m22
['People who take more credit default less.'],23,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m23
"['### <a id=""9.3""> 9.3. Distribution of loan types</a>']",24,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m24
['More people are interested to take cash loans than revolving loans.'],25,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m25
"['### <a id=""9.4""> 9.4. Distribution of NAME_INCOME_TYPE</a>\n']",26,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m26
"['### <a id=""9.5""> 9.5. Distribution of NAME_TYPE_SUITE</a>']",27,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m27
['Who accompanied the person while taking the loan? '],28,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m28
['Most people are unaccompanied.'],29,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m29
"['### <a id=""9.6"">9.6. Distribution of NAME_EDUCATION_TYPE</a>\n']",30,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m30
['People with a degree are able to pay back mostly.'],31,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m31
"['### <a id=""9.7""> 9.7. Effect of marital status on ability to pay back loans</a>']",32,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m32
"['### <a id=""9.8""> 9.8. Distribution of NAME_HOUSING_TYPE</a>\n']",33,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m33
"['People in office apartment, co-op apartment almost never default.']",34,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m34
"['### <a id=""9.9""> 9.9. Distribution of AGE</a>\n']",35,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m35
"['### <a id=""9.10"">9.10. Effect of OCCUPATION_TYPE on default </a>']",36,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m36
['Highly skilled people more likely to pay back and low skilled not so likely to pay back loans'],37,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m37
"['## <a id=""10""> 10. Combining other tables to extract their data </a> \n', '\n', 'There are many tables apart from application_train. Due to memory and space restrictions on Kaggle, I am unable to describe them here. But one can easily look up the description on the competition data page. We need to extract information from these ']",38,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m38
"[""<a id='3.4.1'></a>\n"", '<h3> 10.1 Feature Engineering of Application data </h3>']",39,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m39
"[""<a id='10.2'></a>\n"", '<h3> 10.2 Using Bureau Data </h3>']",40,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m40
"[""<a id='10.2.1'></a>\n"", '<h3> 10.2.1. Feature Engineering of Bureau Data </h3>']",41,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m41
"[""<a id='10.3'></a>\n"", '<h3> 10.3 Using Previous Application Data </h3>']",42,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m42
"[""<a id='10.4'></a>\n"", '<h3> 10.4. Using POS_CASH_balance data </h3>']",43,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m43
"[""<a id='10.5'></a>\n"", '<h3> 10.5. Using installments_payments data</h3>']",44,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m44
"[""<a id='10.6'></a>\n"", '<h3> 10.6. Using Credit card balance data </h3>']",45,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m45
"[""<h3> <a id='11'> 11. Dividing data into train, valid and test </a> </h3> ""]",46,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m46
"[""`X=application_bureau_prev.drop(columns=['TARGET'])\n"", ""y=application_bureau_prev['TARGET']`\n"", '\n', '`from sklearn.model_selection import train_test_split\n', 'X_train, X_test, y_train, y_test = train_test_split(X, y, test_size=0.2, random_state=1)`']",47,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m47
"[""<h3> <a id='12'> 12. Feature Selection using Information Value and Weight of Evidence </a> </h3>""]",48,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m48
"['There are many methods for feature selection. Some of them include feature importance using XGBoost and RandomForest. Other methods are forward or backward elimination and Boruta. Here we use one of the most common methods for feature selection, Information value and weight of evidence to determine the feature selection for credit risk analysis.\n', '\n', '\n', '**Code to calculate IV and WOE**\n', '\n', 'max_bin = 20\n', '\n', 'force_bin = 3\n', '\n', '#Define a binning function\n', '\n', 'def mono_bin(Y, X, n = max_bin):\n', '\n', '    df1 = pd.DataFrame({""X"": X, ""Y"": Y})\n', ""    justmiss = df1[['X','Y']][df1.X.isnull()]\n"", ""    notmiss = df1[['X','Y']][df1.X.notnull()]\n"", '    r = 0\n', '    while np.abs(r) < 1:\n', '        try:\n', '            d1 = pd.DataFrame({""X"": notmiss.X, ""Y"": notmiss.Y, ""Bucket"": pd.qcut(notmiss.X, n)})\n', ""            d2 = d1.groupby('Bucket', as_index=True)\n"", '            r, p = stats.spearmanr(d2.mean().X, d2.mean().Y)\n', '            n = n - 1 \n', '        except Exception as e:\n', '            n = n - 1\n', '\n', '    if len(d2) == 1:\n', '        n = force_bin         \n', '        bins = algos.quantile(notmiss.X, np.linspace(0, 1, n))\n', '        if len(np.unique(bins)) == 2:\n', '            bins = np.insert(bins, 0, 1)\n', '            bins[1] = bins[1]-(bins[1]/2)\n', '        d1 = pd.DataFrame({""X"": notmiss.X, ""Y"": notmiss.Y, ""Bucket"": pd.cut(notmiss.X, np.unique(bins),include_lowest=True)}) \n', ""        d2 = d1.groupby('Bucket', as_index=True)\n"", '    \n', '    d3 = pd.DataFrame({},index=[])\n', '    d3[""MIN_VALUE""] = d2.min().X\n', '    d3[""MAX_VALUE""] = d2.max().X\n', '    d3[""COUNT""] = d2.count().Y\n', '    d3[""EVENT""] = d2.sum().Y\n', '    d3[""NONEVENT""] = d2.count().Y - d2.sum().Y\n', '    d3=d3.reset_index(drop=True)\n', '    \n', '    if len(justmiss.index) > 0:\n', ""        d4 = pd.DataFrame({'MIN_VALUE':np.nan},index=[0])\n"", '        d4[""MAX_VALUE""] = np.nan\n', '        d4[""COUNT""] = justmiss.count().Y\n', '        d4[""EVENT""] = justmiss.sum().Y\n', '        d4[""NONEVENT""] = justmiss.count().Y - justmiss.sum().Y\n', '        d3 = d3.append(d4,ignore_index=True)\n', '    \n', '    d3[""EVENT_RATE""] = d3.EVENT/d3.COUNT\n', '    d3[""NON_EVENT_RATE""] = d3.NONEVENT/d3.COUNT\n', '    d3[""DIST_EVENT""] = d3.EVENT/d3.sum().EVENT\n', '    d3[""DIST_NON_EVENT""] = d3.NONEVENT/d3.sum().NONEVENT\n', '    d3[""WOE""] = np.log(d3.DIST_EVENT/d3.DIST_NON_EVENT)\n', '    d3[""IV""] = (d3.DIST_EVENT-d3.DIST_NON_EVENT)*np.log(d3.DIST_EVENT/d3.DIST_NON_EVENT)\n', '    d3[""VAR_NAME""] = ""VAR""\n', ""    d3 = d3[['VAR_NAME','MIN_VALUE', 'MAX_VALUE', 'COUNT', 'EVENT', 'EVENT_RATE', 'NONEVENT', 'NON_EVENT_RATE', 'DIST_EVENT','DIST_NON_EVENT','WOE', 'IV']]       \n"", '    d3 = d3.replace([np.inf, -np.inf], 0)\n', '    d3.IV = d3.IV.sum()\n', '    \n', '    return(d3)\n', '\n', '\n', 'def char_bin(Y, X):\n', '        \n', '    df1 = pd.DataFrame({""X"": X, ""Y"": Y})\n', ""    justmiss = df1[['X','Y']][df1.X.isnull()]\n"", ""    notmiss = df1[['X','Y']][df1.X.notnull()]    \n"", ""    df2 = notmiss.groupby('X',as_index=True)\n"", '    \n', '    d3 = pd.DataFrame({},index=[])\n', '    d3[""COUNT""] = df2.count().Y\n', '    d3[""MIN_VALUE""] = df2.sum().Y.index\n', '    d3[""MAX_VALUE""] = d3[""MIN_VALUE""]\n', '    d3[""EVENT""] = df2.sum().Y\n', '    d3[""NONEVENT""] = df2.count().Y - df2.sum().Y\n', '    \n', '    if len(justmiss.index) > 0:\n', ""        d4 = pd.DataFrame({'MIN_VALUE':np.nan},index=[0])\n"", '        d4[""MAX_VALUE""] = np.nan\n', '        d4[""COUNT""] = justmiss.count().Y\n', '        d4[""EVENT""] = justmiss.sum().Y\n', '        d4[""NONEVENT""] = justmiss.count().Y - justmiss.sum().Y\n', '        d3 = d3.append(d4,ignore_index=True)\n', '    \n', '    d3[""EVENT_RATE""] = d3.EVENT/d3.COUNT\n', '    d3[""NON_EVENT_RATE""] = d3.NONEVENT/d3.COUNT\n', '    d3[""DIST_EVENT""] = d3.EVENT/d3.sum().EVENT\n', '    d3[""DIST_NON_EVENT""] = d3.NONEVENT/d3.sum().NONEVENT\n', '    d3[""WOE""] = np.log(d3.DIST_EVENT/d3.DIST_NON_EVENT)\n', '    d3[""IV""] = (d3.DIST_EVENT-d3.DIST_NON_EVENT)*np.log(d3.DIST_EVENT/d3.DIST_NON_EVENT)\n', '    d3[""VAR_NAME""] = ""VAR""\n', ""    d3 = d3[['VAR_NAME','MIN_VALUE', 'MAX_VALUE', 'COUNT', 'EVENT', 'EVENT_RATE', 'NONEVENT', 'NON_EVENT_RATE', 'DIST_EVENT','DIST_NON_EVENT','WOE', 'IV']]      \n"", '    d3 = d3.replace([np.inf, -np.inf], 0)\n', '    d3.IV = d3.IV.sum()\n', '    d3 = d3.reset_index(drop=True)\n', '    \n', '    return(d3)\n', '\n', '-------------------------------------------------------------------------------------------------------------------\n', '\n', 'def data_vars(df1, target):\n', '    \n', '    stack = traceback.extract_stack()\n', '    filename, lineno, function_name, code = stack[-2]\n', ""    vars_name = re.compile(r'\\((.*?)\\).*$').search(code).groups()[0]\n"", '    final = (re.findall(r""[\\w\']+"", vars_name))[-1]\n', '    \n', '    x = df1.dtypes.index\n', '    count = -1\n', '    \n', '    for i in x:\n', '        if i.upper() not in (final.upper()):\n', '            if np.issubdtype(df1[i], np.number) and len(Series.unique(df1[i])) > 2:\n', '                conv = mono_bin(target, df1[i])\n', '                conv[""VAR_NAME""] = i\n', '                count = count + 1\n', '            else:\n', '                conv = char_bin(target, df1[i])\n', '                conv[""VAR_NAME""] = i            \n', '                count = count + 1\n', '                \n', '            if count == 0:\n', '                iv_df = conv\n', '            else:\n', '                iv_df = iv_df.append(conv,ignore_index=True)\n', '    \n', ""    iv = pd.DataFrame({'IV':iv_df.groupby('VAR_NAME').IV.max()})\n"", '    iv = iv.reset_index()\n', '    return(iv_df,iv)\n', '    \n', '-------------------------------------------------------------------------------------------------------------------\n', '\n', '`import pandas as pd\n', 'import numpy as np\n', 'import pandas.core.algorithms as algos\n', 'from pandas import Series\n', 'import scipy.stats.stats as stats\n', 'import re\n', 'import traceback\n', 'import string\n', 'final_iv, IV = data_vars(X_train, y_train)\n', 'IV`\n', '\n', '**Output of IV**\n', '\n', 'Index         | VAR_NAME | IV\n', '----------------------|-----------|---------------\n', ' Logistic Regression with Selected features  |    AMT_ANNUITY  | 4.050335e-04\n', ' Random Forest with Selected features  |    AMT_CREDIT |    2.415783e-03  \n', ' LightGBM with Selected features |    AMT_GOODS_PRICE |    3.591973e-02\n', ' CATBoost with Selected features |    AMT_INCOME_TOTAL |    2.504913e-03\n', ' XGBoost with Selected features |    AMT_REQ_CREDIT_BUREAU_DAY |    1.289777e-02\n', '\n', '\n', 'In case of Information value, predictions with information value < 0.02 are useless for predictions, so we will only consider columns with IV > 0.02.\n', '\n', ""`list_of_columns=IV[IV['IV'] > 0.02]['VAR_NAME'].to_list()\n"", 'print(len(list_of_columns))`\n', '\n', '63\n', '\n', 'We find that only 63 columns are efficient in predicting the default by a customer. Hence we shall only consider those columns \n', '\n', '`X_train_selected_features=X_train[list_of_columns]\n', 'X_test_selected_features=X_test[list_of_columns]\n', ""X_train_selected_features['SK_ID_CURR']=X_train['SK_ID_CURR']\n"", ""X_test_selected_features['SK_ID_CURR']=X_test['SK_ID_CURR']`\n"", '\n', '`application_bureau_prev_test_selected_features=application_bureau_prev_test[list_of_columns]\n', ""application_bureau_prev_test_selected_features['SK_ID_CURR']=application_bureau_prev_test['SK_ID_CURR']`""]",49,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m49
